"ID"	"symbol"	"Module"	"probeset_id"	"seqname"	"strand"	"start"	"stop"	"total_probes"	"EntrezGene"
2675239	"ZMYND10"	"M3"	2675239	"chr3"	"-"	"50378485"	"50384283"	111	"51364"
2675268	"TUSC4"	"M20"	2675268	"chr3"	"-"	"50384926"	"50388542"	128	"10641"
2675315	"CACNA2D2"	"M11"	2675315	"chr3"	"-"	"50398993"	"50542905"	360	"9254"
2675628	"VPRBP"	"M20"	2675628	"chr3"	"-"	"51433299"	"51539739"	162	"9730"
2675720	"IQCF1"	""	2675720	"chr3"	"-"	"51840738"	"51937374"	58	"132141"
2675836	"ABHD14B"	"M2"	2675836	"chr3"	"-"	"52002545"	"52017921"	73	"84836"
2676041	"WDR82"	"M20"	2676041	"chr3"	"-"	"52288457"	"52312652"	59	"80335"
2676182	"NT5DC2"	"M20"	2676182	"chr3"	"-"	"52558405"	"52571169"	115	"64943"
2676219	"PBRM1"	"M20"	2676219	"chr3"	"-"	"52579387"	"52719907"	324	"55193"
2676397	"ITIH4"	""	2676397	"chr3"	"-"	"52847006"	"52866748"	210	"3700"
2676454	"MUSTN1"	"M2"	2676454	"chr3"	"-"	"52867150"	"52869730"	39	"100526772"
2676518	"SFMBT1"	"M20"	2676518	"chr3"	"-"	"52938476"	"53080545"	234	"51460"
2676726	"DCP1A"	"M20"	2676726	"chr3"	"-"	"53321372"	"53381652"	148	"55802"
2676854	"CHDH"	"M2"	2676854	"chr3"	"-"	"53846186"	"53880398"	118	"55349"
2677200	"LRTM1"	""	2677200	"chr3"	"-"	"54950369"	"55001105"	114	"57408"
2677356	"WNT5A"	"M17"	2677356	"chr3"	"-"	"55499743"	"55521660"	92	"7474"
2677624	"C3orf51"	""	2677624	"chr3"	"-"	"55691244"	"55693400"	16	"711"
2677653	"C3orf63"	"M20"	2677653	"chr3"	"-"	"56654163"	"56717477"	259	"23272"
2677723	"ARHGEF3"	"M15"	2677723	"chr3"	"-"	"56761449"	"57113302"	460	"50650"
2677853	"IL17RD"	"M20"	2677853	"chr3"	"-"	"57128142"	"57204324"	172	"54756"
2678029	"DNAH12"	"M3"	2678029	"chr3"	"-"	"57454463"	"57530068"	136	"201625"
2678400	"ACOX2"	"M2"	2678400	"chr3"	"-"	"58489994"	"58523108"	180	"8309"
2678448	"FAM107A"	"M2"	2678448	"chr3"	"-"	"58549847"	"58613327"	65	"11170"
2678714	"FHIT"	"M2"	2678714	"chr3"	"-"	"59592529"	"61237603"	1061	"2272"
2679377	"FEZF2"	"M8"	2679377	"chr3"	"-"	"62355367"	"62375682"	109	"55079"
2679917	"PRICKLE2"	"M10"	2679917	"chr3"	"-"	"64079551"	"64291863"	299	"166336"
2680046	"ADAMTS9"	"M20"	2680046	"chr3"	"-"	"64501336"	"64730291"	534	"56999"
2680591	"LRIG1"	"M18"	2680591	"chr3"	"-"	"66384216"	"66551415"	368	"26018"
2680819	"SUCLG2"	"M2"	2680819	"chr3"	"-"	"67425147"	"67705010"	319	"8801"
2681044	"FAM19A4"	"M9"	2681044	"chr3"	"-"	"68755337"	"68981711"	167	"151647"
2681114	"C3orf64"	"M2"	2681114	"chr3"	"-"	"69024383"	"69063150"	150	"285203"
2681251	"LMOD3"	"M2"	2681251	"chr3"	"-"	"69156040"	"69171746"	61	"56203"
2681753	"FOXP1"	"M20"	2681753	"chr3"	"-"	"71003854"	"71633319"	740	"27086"
2682271	"PROK2"	"M20"	2682271	"chr3"	"-"	"71812563"	"71834262"	60	"60675"
2682568	"SHQ1"	"M20"	2682568	"chr3"	"-"	"72798438"	"72897667"	156	"55164"
2682729	"PDZRN3"	"M20"	2682729	"chr3"	"-"	"73431584"	"73674072"	459	"23024"
2683763	"ROBO1"	"M20"	2683763	"chr3"	"-"	"78646392"	"79639092"	530	"6091"
2684187	"GBE1"	"M2"	2684187	"chr3"	"-"	"81443838"	"81810902"	391	"2632"
2684851	"VGLL3"	""	2684851	"chr3"	"-"	"86987125"	"86988660"	23	"389136"
2685304	"PROS1"	"M6"	2685304	"chr3"	"-"	"93591897"	"93692910"	138	"5627"
2685776	"MINA"	"M2"	2685776	"chr3"	"-"	"97662722"	"97691277"	142	"84864"
2686023	"DCBLD2"	"M20"	2686023	"chr3"	"-"	"98514836"	"98641908"	267	"131566"
2686458	"ABI3BP"	"M25"	2686458	"chr3"	"-"	"100468002"	"100712312"	453	"25890"
2686602	"IMPG2"	"M20"	2686602	"chr3"	"-"	"100943524"	"101039428"	169	"50939"
2686646	"SENP7"	"M20"	2686646	"chr3"	"-"	"101043053"	"101232030"	228	"57337"
2687255	"CBLB"	"M20"	2687255	"chr3"	"-"	"105374307"	"105606476"	335	"868"
2687840	"IFT57"	"M2"	2687840	"chr3"	"-"	"107879659"	"108013486"	161	"55081"
2687979	"KIAA1524"	"M1"	2687979	"chr3"	"-"	"108267156"	"108308530"	152	"57650"
2688070	"GUCA1C"	""	2688070	"chr3"	"-"	"108595097"	"108672722"	69	"9626"
2688180	"DPPA4"	""	2688180	"chr3"	"-"	"109044988"	"109056393"	76	"55211"
2688605	"GCET2"	""	2688605	"chr3"	"-"	"111839692"	"111852139"	74	"257144"
2688813	"CCDC80"	"M2"	2688813	"chr3"	"-"	"112322880"	"112454007"	242	"151887"
2689042	"WDR52"	"M3"	2689042	"chr3"	"-"	"113008977"	"113160426"	269	"55779"
2689112	"CCDC52"	"M1"	2689112	"chr3"	"-"	"113161569"	"113234945"	178	"152185"
2689378	"DRD3"	"M24"	2689378	"chr3"	"-"	"113847518"	"113953231"	207	"1814"
2689516	"ZBTB20"	"M18"	2689516	"chr3"	"-"	"114056893"	"114866117"	582	"26137"
2690715	"IGSF11"	"M2"	2690715	"chr3"	"-"	"118603544"	"118864878"	190	"152404"
2690850	"TMEM39A"	"M20"	2690850	"chr3"	"-"	"119148194"	"119187805"	128	"55254"
2690956	"POPDC2"	"M20"	2690956	"chr3"	"-"	"119355324"	"119384170"	81	"64091"
2691112	"GPR156"	"M20"	2691112	"chr3"	"-"	"119814512"	"120003984"	231	"165829"
2691668	"HCLS1"	"M2"	2691668	"chr3"	"-"	"121350255"	"121379774"	188	"3059"
2691973	"WDR5B"	"M20"	2691973	"chr3"	"-"	"122130700"	"122134953"	29	"54554"
2692060	"PARP9"	"M2"	2692060	"chr3"	"-"	"122246779"	"122283503"	178	"83666"
2692136	"HSPBAP1"	"M21"	2692136	"chr3"	"-"	"122458875"	"122512661"	115	"79663"
2692199	"SEMA5B"	"M1"	2692199	"chr3"	"-"	"122617811"	"122747442"	284	"54437"
2692319	"ADCY5"	"M15"	2692319	"chr3"	"-"	"123001146"	"123167800"	272	"111"
2692447	"MYLK"	"M2"	2692447	"chr3"	"-"	"123331162"	"123628178"	469	"4638"
2692573	"CCDC14"	"M20"	2692573	"chr3"	"-"	"123606258"	"123680314"	241	"64770"
2692816	"ITGB5"	"M2"	2692816	"chr3"	"-"	"124480800"	"124620218"	211	"3693"
2692909	"HEG1"	"M2"	2692909	"chr3"	"-"	"124684556"	"124738105"	86	"57493"
2693014	"SLC12A8"	"M2"	2693014	"chr3"	"-"	"124801480"	"124931688"	241	"84561"
2693149	"SNX4"	"M20"	2693149	"chr3"	"-"	"125076326"	"125239048"	212	"8723"
2693217	"OSBPL11"	"M20"	2693217	"chr3"	"-"	"125247704"	"125401989"	189	"114885"
2693409	"ALDH1L1"	"M2"	2693409	"chr3"	"-"	"125822422"	"125985525"	291	"10840"
2693511	"KLF15"	"M2"	2693511	"chr3"	"-"	"126061480"	"126093035"	113	"28999"
2693569	"ZXDC"	"M20"	2693569	"chr3"	"-"	"126155725"	"126199290"	173	"79364"
2693616	"ZXDC"	""	2693616	"chr3"	"-"	"126167733"	"126168793"	12	"79364"
2694001	"MGLL"	"M2"	2694001	"chr3"	"-"	"127407912"	"127770964"	424	"11343"
2694123	"RUVBL1"	"M20"	2694123	"chr3"	"-"	"127783625"	"127872747"	171	"8607"
2694520	"KIAA1257"	"M2"	2694520	"chr3"	"-"	"128628719"	"128712958"	191	"57501"
2694675	"H1FX"	"M20"	2694675	"chr3"	"-"	"129033092"	"129035300"	44	"8971"
2694706	"RPL32P3"	""	2694706	"chr3"	"-"	"129064736"	"129212311"	170	"677797"
2694817	"PLXND1"	"M15"	2694817	"chr3"	"-"	"129274018"	"129364185"	432	"23129"
2695295	"ASTE1"	"M20"	2695295	"chr3"	"-"	"130723515"	"130791177"	145	"28990"
2695453	"CPNE4"	"M15"	2695453	"chr3"	"-"	"131252412"	"132004244"	544	"131034"
2695648	"ACAD11"	"M2"	2695648	"chr3"	"-"	"132276990"	"132379547"	178	"84129"
2695701	"NPHP3"	"M2"	2695701	"chr3"	"-"	"132396157"	"132560055"	250	"27031"
2695941	"TOPBP1"	"M20"	2695941	"chr3"	"-"	"133317039"	"133380837"	251	"11073"
2696109	"C3orf36"	""	2696109	"chr3"	"-"	"133646992"	"133648646"	12	"80111"
2696113	"SLCO2A1"	"M20"	2696113	"chr3"	"-"	"133650380"	"133748829"	283	"6578"
2696415	"KY"	"M2"	2696415	"chr3"	"-"	"134318770"	"134370476"	202	"339855"
2696764	"MSL2"	"M20"	2696764	"chr3"	"-"	"135867492"	"135915951"	50	"55167"
2696802	"STAG1"	"M20"	2696802	"chr3"	"-"	"136055085"	"136471376"	475	"10274"
2697331	"DBR1"	"M20"	2697331	"chr3"	"-"	"137879421"	"137893771"	77	"51163"
2697652	"FOXL2"	""	2697652	"chr3"	"-"	"138649533"	"138665972"	38	"668"
2697839	"RBP2"	""	2697839	"chr3"	"-"	"139144071"	"139199569"	84	"5948"
2697863	"RBP1"	"M1"	2697863	"chr3"	"-"	"139236286"	"139260664"	104	"5947"
2697902	"NMNAT3"	""	2697902	"chr3"	"-"	"139279034"	"139529599"	207	"349565"
2698565	"TFDP2"	"M1"	2698565	"chr3"	"-"	"141647438"	"141868353"	156	"7029"
2698996	"PCOLCE2"	"M9"	2698996	"chr3"	"-"	"142534784"	"142612193"	178	"26577"
2699059	"PAQR9"	"M2"	2699059	"chr3"	"-"	"142668016"	"142682504"	76	"344838"
2699145	"SLC9A9"	"M2"	2699145	"chr3"	"-"	"142926333"	"143570382"	698	"285195"
2699564	"PLOD2"	"M18"	2699564	"chr3"	"-"	"145765343"	"145881420"	197	"5352"
2699623	"PLSCR4"	"M2"	2699623	"chr3"	"-"	"145884477"	"145968966"	147	"57088"
2699683	"PLSCR2"	""	2699683	"chr3"	"-"	"146109150"	"146213778"	107	"57047"
2699726	"PLSCR1"	"M2"	2699726	"chr3"	"-"	"146232968"	"146262608"	154	"5359"
2699844	"ZIC4"	"M11"	2699844	"chr3"	"-"	"147079030"	"147125246"	258	"84107"
2700244	"CP"	"M2"	2700244	"chr3"	"-"	"148880211"	"148939809"	219	"1356"
2700332	"TM4SF18"	"M2"	2700332	"chr3"	"-"	"148991237"	"149067167"	68	"116441"
2700365	"TM4SF1"	""	2700365	"chr3"	"-"	"149085028"	"149095580"	59	"4071"
2700404	"WWTR1"	"M2"	2700404	"chr3"	"-"	"149213781"	"149454481"	310	"25937"
2700500	"COMMD2"	"M20"	2700500	"chr3"	"-"	"149456261"	"149470275"	62	"51122"
2700780	"C3orf44"	""	2700780	"chr3"	"-"	"150348432"	"150443314"	156	"131831"
2701018	"GPR171"	""	2701018	"chr3"	"-"	"150915628"	"150920993"	43	"29909"
2701033	"P2RY14"	"M2"	2701033	"chr3"	"-"	"150929912"	"150996391"	51	"9934"
2701071	"P2RY13"	"M4"	2701071	"chr3"	"-"	"151044108"	"151047335"	28	"53829"
2701081	"P2RY12"	"M4"	2701081	"chr3"	"-"	"151054560"	"151102544"	68	"64805"
2701109	"IGSF10"	"M2"	2701109	"chr3"	"-"	"151143192"	"151176497"	131	"285313"
2701294	"TMEM14E"	""	2701294	"chr3"	"-"	"152057497"	"152058769"	12	"645843"
2701892	"C3orf33"	"M20"	2701892	"chr3"	"-"	"155458834"	"155524391"	62	"285315"
2702307	"CCNL1"	""	2702307	"chr3"	"-"	"156822383"	"156878539"	233	"57018"
2702395	"VEPH1"	"M1"	2702395	"chr3"	"-"	"156881887"	"157251370"	381	"79674"
2702610	"SHOX2"	"M9"	2702610	"chr3"	"-"	"157809373"	"157824018"	102	"6474"
2702724	"LXN"	"M2"	2702724	"chr3"	"-"	"158363617"	"158390482"	80	"56925"
2702752	"RARRES1"	"M2"	2702752	"chr3"	"-"	"158414701"	"158466932"	121	"5918"
2703377	"B3GALNT1"	"M20"	2703377	"chr3"	"-"	"160793691"	"160883911"	136	"8706"
2703462	"C3orf57"	"M2"	2703462	"chr3"	"-"	"161062586"	"161090668"	44	"165679"
2703836	"SLITRK3"	"M2"	2703836	"chr3"	"-"	"164903988"	"165017884"	116	"22865"
2703902	"BCHE"	"M2"	2703902	"chr3"	"-"	"165471637"	"165571833"	94	"590"
2704052	"ZBBX"	"M2"	2704052	"chr3"	"-"	"166912780"	"167098193"	202	"79740"
2704114	"SERPINI2"	""	2704114	"chr3"	"-"	"167158960"	"167191820"	105	"5276"
2704143	"WDR49"	"M3"	2704143	"chr3"	"-"	"167196472"	"167371718"	163	"151790"
2704267	"GOLIM4"	"M2"	2704267	"chr3"	"-"	"167726138"	"167813732"	181	"27333"
2704441	"MECOM"	""	2704441	"chr3"	"-"	"168801298"	"168991241"	233	"2122"
2704733	"ARPM1"	""	2704733	"chr3"	"-"	"169386243"	"169487683"	81	"84517"
2704763	"LRRC34"	"M2"	2704763	"chr3"	"-"	"169511273"	"169530751"	99	"151827"
2705014	"SLC7A14"	"M2"	2705014	"chr3"	"-"	"170155024"	"170180133"	49	"57709"
2705030	"SLC7A14"	"M2"	2705030	"chr3"	"-"	"170181952"	"170303858"	107	"57709"
2705164	"EIF5A2"	"M2"	2705164	"chr3"	"-"	"170606208"	"170626439"	44	"56648"
2705445	"PLD1"	"M2"	2705445	"chr3"	"-"	"171317796"	"171528730"	345	"5337"
2705690	"GHSR"	""	2705690	"chr3"	"-"	"172159821"	"172167840"	36	"2693"
2705706	"TNFSF10"	"M2"	2705706	"chr3"	"-"	"172223303"	"172241277"	88	"8743"
2705748	"NCEH1"	"M2"	2705748	"chr3"	"-"	"172348059"	"172429141"	150	"57552"
2706791	"ZMAT3"	"M2"	2706791	"chr3"	"-"	"178734260"	"178789572"	102	"64393"
2706938	"GNB4"	"M20"	2706938	"chr3"	"-"	"179116925"	"179169371"	97	"59345"
2707045	"PEX5L"	"M15"	2707045	"chr3"	"-"	"179517870"	"179769931"	264	"51555"
2707909	"MCF2L2"	"M2"	2707909	"chr3"	"-"	"182895831"	"183200736"	590	"23101"
2708203	"MAP6D1"	"M2"	2708203	"chr3"	"-"	"183533670"	"183543373"	49	"79929"
2708287	"ABCC5"	"M2"	2708287	"chr3"	"-"	"183637726"	"183735717"	289	"10057"
2708429	"CAMK2N2"	"M2"	2708429	"chr3"	"-"	"183977005"	"183979251"	40	"94032"
2708498	"THPO"	"M2"	2708498	"chr3"	"-"	"184089315"	"184099518"	79	"7066"
2708791	"RPL4"	""	2708791	"chr3"	"-"	"185135240"	"185136616"	48	NA
2708855	"LIPH"	"M15"	2708855	"chr3"	"-"	"185221674"	"185290286"	105	"200879"
2708922	"IGF2BP2"	"M20"	2708922	"chr3"	"-"	"185361541"	"185542812"	447	"10644"
2709132	"ETV5"	"M2"	2709132	"chr3"	"-"	"185763453"	"185826877"	216	"2119"
2709235	"DGKG"	"M2"	2709235	"chr3"	"-"	"185866080"	"186080043"	391	"1608"
2709402	"CRYGS"	""	2709402	"chr3"	"-"	"186256232"	"186263321"	42	"1427"
2709414	"TBCCD1"	"M20"	2709414	"chr3"	"-"	"186263803"	"186288688"	72	"55171"
2709486	"RFC4"	"M20"	2709486	"chr3"	"-"	"186506038"	"186564597"	178	"5984"
2709606	"RPL39L"	"M20"	2709606	"chr3"	"-"	"186828487"	"186898676"	67	"116832"
2709631	"MASP1"	"M20"	2709631	"chr3"	"-"	"186928102"	"187037169"	261	"5648"
2709750	"SST"	"M15"	2709750	"chr3"	"-"	"187386708"	"187388181"	24	"6750"
2709778	"BCL6"	"M2"	2709778	"chr3"	"-"	"187437706"	"187463490"	129	"604"
2710599	"CLDN1"	"M20"	2710599	"chr3"	"-"	"190000812"	"190040238"	78	"9076"
2710764	"UTS2D"	"M2"	2710764	"chr3"	"-"	"190960346"	"191048315"	99	"257313"
2710895	"FGF12"	""	2710895	"chr3"	"-"	"191858869"	"192466661"	416	"2257"
2711034	"C3orf59"	"M20"	2711034	"chr3"	"-"	"192514617"	"192635950"	177	"151963"
2711139	"ATP13A5"	""	2711139	"chr3"	"-"	"192992102"	"193110456"	234	"344905"
2711205	"ATP13A4"	"M2"	2711205	"chr3"	"-"	"193119871"	"193136762"	48	"84239"
2711225	"ATP13A4"	"M2"	2711225	"chr3"	"-"	"193157904"	"193276859"	152	"84239"
2711604	"CPN2"	""	2711604	"chr3"	"-"	"194060504"	"194072003"	18	"1370"
2711627	"GP5"	""	2711627	"chr3"	"-"	"194103804"	"194120234"	64	"2814"
2711644	"ATP13A3"	"M20"	2711644	"chr3"	"-"	"194123414"	"194275924"	304	"79572"
2711751	"TMEM44"	"M20"	2711751	"chr3"	"-"	"194303188"	"194354580"	223	"93109"
2711818	"LSG1"	"M20"	2711818	"chr3"	"-"	"194361526"	"194392937"	135	"55341"
2711957	"C3orf21"	"M20"	2711957	"chr3"	"-"	"194787980"	"194991877"	288	"152002"
2712147	"PPP1R2"	""	2712147	"chr3"	"-"	"195241232"	"195285815"	121	"5504"
2712417	"TNK2"	"M2"	2712417	"chr3"	"-"	"195551829"	"195635955"	291	"10188"
2712794	"TCTEX1D2"	"M20"	2712794	"chr3"	"-"	"196017346"	"196065672"	162	"116211"
2713016	"C3orf34"	"M20"	2713016	"chr3"	"-"	"196433149"	"196439145"	36	"84984"
2713074	"NCBP2"	"M20"	2713074	"chr3"	"-"	"196662280"	"196670366"	77	"22916"
2713095	"PIGZ"	"M2"	2713095	"chr3"	"-"	"196673215"	"196696046"	53	"80235"
2713192	"DLG1"	"M2"	2713192	"chr3"	"-"	"196759210"	"197026142"	472	"1739"
2713382	"BDH1"	"M2"	2713382	"chr3"	"-"	"197236654"	"197307500"	154	"622"
2713664	"IQCG"	"M20"	2713664	"chr3"	"-"	"197608674"	"197686993"	168	"84223"
2713709	"LOC348840"	"M2"	2713709	"chr3"	"-"	"197754875"	"197808651"	109	"348840"
2713789	"ZNF595"	"M20"	2713789	"chr4"	"+"	"53218"	"249764"	173	"152687"
2713837	"ZNF718"	"M20"	2713837	"chr4"	"+"	"106925"	"391413"	96	"255403"
2713950	"ZNF141"	"M20"	2713950	"chr4"	"+"	"330320"	"483191"	121	"7700"
2714132	"PDE6B"	"M2"	2714132	"chr4"	"+"	"581450"	"664661"	248	"5158"
2714200	"MYL5"	"M20"	2714200	"chr4"	"+"	"667369"	"675817"	96	"4636"
2714230	"PCGF3"	"M20"	2714230	"chr4"	"+"	"699573"	"764428"	296	"10336"
2714407	"IDUA"	"M2"	2714407	"chr4"	"+"	"966780"	"1008579"	219	"3425"
2714465	"FGFRL1"	"M2"	2714465	"chr4"	"+"	"1004884"	"1073508"	160	"53834"
2714729	"KIAA1530"	"M20"	2714729	"chr4"	"+"	"1334766"	"1382972"	305	"57654"
2714818	"CRIPAK"	""	2714818	"chr4"	"+"	"1386037"	"1389777"	28	"285464"
2714955	"TACC3"	"M1"	2714955	"chr4"	"+"	"1722818"	"1746895"	166	"10460"
2715016	"FGFR3"	"M2"	2715016	"chr4"	"+"	"1795051"	"1810590"	160	"2261"
2715076	"WHSC1"	"M20"	2715076	"chr4"	"+"	"1873111"	"1983919"	490	"7468"
2715222	"NAT8L"	"M2"	2715222	"chr4"	"+"	"2061263"	"2070814"	28	"339983"
2715476	"C4orf8"	"M20"	2715476	"chr4"	"+"	"2626989"	"2735158"	277	"8603"
2715580	"SH3BP2"	"M20"	2715580	"chr4"	"+"	"2794764"	"2842803"	183	"6452"
2715749	"GRK4"	"M20"	2715749	"chr4"	"+"	"2965326"	"3072714"	227	"2868"
2716246	"FLJ35424"	""	2716246	"chr4"	"+"	"3578319"	"3636385"	125	"285492"
2716328	"ADRA2C"	"M2"	2716328	"chr4"	"+"	"3767141"	"3770367"	50	"152"
2716432	"ZNF509"	"M20"	2716432	"chr4"	"+"	"4291661"	"4323508"	102	"166793"
2716467	"D4S234E"	"M20"	2716467	"chr4"	"+"	"4341349"	"4420776"	135	"27065"
2716713	"STK32B"	"M20"	2716713	"chr4"	"+"	"5053344"	"5534441"	285	"55351"
2716789	"C4orf6"	""	2716789	"chr4"	"+"	"5526883"	"5529525"	24	"10141"
2716953	"WFS1"	"M2"	2716953	"chr4"	"+"	"6271046"	"6304985"	92	"7466"
2717059	"LOC93622"	"M20"	2717059	"chr4"	"+"	"6659514"	"6677767"	39	"93622"
2717091	"CNO"	"M20"	2717091	"chr4"	"+"	"6717842"	"6719387"	20	"55330"
2717101	"KIAA0232"	"M2"	2717101	"chr4"	"+"	"6769516"	"6885891"	118	"9778"
2717253	"SORCS2"	"M2"	2717253	"chr4"	"+"	"7140553"	"7760495"	642	"57537"
2717481	"LOC84740"	"M2"	2717481	"chr4"	"+"	"7778855"	"7780967"	16	"84740"
2717518	"AFAP1"	"M2"	2717518	"chr4"	"+"	"7940738"	"7942013"	16	"389199"
2717846	"GPR78"	""	2717846	"chr4"	"+"	"8582217"	"8591749"	40	"27201"
2717857	"CPZ"	"M26"	2717857	"chr4"	"+"	"8594387"	"8626876"	154	"8532"
2718259	"DRD5"	"M15"	2718259	"chr4"	"+"	"9782216"	"9786571"	32	"1816"
2719617	"BST1"	"M20"	2719617	"chr4"	"+"	"15704623"	"15745079"	131	"683"
2719656	"CD38"	"M2"	2719656	"chr4"	"+"	"15768600"	"15859933"	178	"952"
2719792	"FLJ39653"	""	2719792	"chr4"	"+"	"16221029"	"16321743"	152	"202020"
2720145	"LAP3"	"M2"	2720145	"chr4"	"+"	"17578927"	"17609590"	132	"51056"
2720251	"NCAPG"	"M21"	2720251	"chr4"	"+"	"17812535"	"17846629"	142	"64151"
2720584	"SLIT2"	"M15"	2720584	"chr4"	"+"	"20253536"	"20666739"	443	"9353"
2721633	"SOD3"	"M2"	2721633	"chr4"	"+"	"24796055"	"24802460"	40	"6649"
2721777	"PI4K2B"	""	2721777	"chr4"	"+"	"25235663"	"25281624"	102	"55300"
2721809	"ZCCHC4"	"M20"	2721809	"chr4"	"+"	"25314409"	"25372005"	111	"29063"
2722151	"RBPJ"	"M20"	2722151	"chr4"	"+"	"26117889"	"26462102"	460	"3516"
2722823	"PCDH7"	"M15"	2722823	"chr4"	"+"	"30718993"	"31148415"	365	"5099"
2723391	"MGC42157"	""	2723391	"chr4"	"+"	"36245748"	"36275832"	52	"439933"
2723605	"C4orf19"	"M2"	2723605	"chr4"	"+"	"37455225"	"37625097"	228	"55286"
2723710	"PGM2"	"M20"	2723710	"chr4"	"+"	"37787358"	"37864540"	120	"55276"
2723752	"TBC1D1"	"M20"	2723752	"chr4"	"+"	"37887246"	"38140784"	662	"23216"
2723924	"PTTG2"	""	2723924	"chr4"	"+"	"37962056"	"37962726"	9	"10744"
2724094	"FAM114A1"	"M2"	2724094	"chr4"	"+"	"38869392"	"38979653"	207	"92689"
2724235	"WDR19"	"M20"	2724235	"chr4"	"+"	"39184024"	"39287429"	264	"57728"
2724308	"KLB"	""	2724308	"chr4"	"+"	"39377083"	"39453135"	114	"152831"
2724338	"LIAS"	""	2724338	"chr4"	"+"	"39455777"	"39479269"	124	"11019"
2724585	"N4BP2"	"M20"	2724585	"chr4"	"+"	"40021860"	"40190915"	293	"55728"
2724853	"NSUN7"	"M20"	2724853	"chr4"	"+"	"40721191"	"40813689"	214	"79730"
2725061	"LIMCH1"	"M20"	2725061	"chr4"	"+"	"41362658"	"41744877"	672	"22998"
2725977	"GABRB1"	"M16"	2725977	"chr4"	"+"	"47033397"	"47431195"	271	"2560"
2726072	"ATP10D"	"M2"	2726072	"chr4"	"+"	"47485185"	"47595503"	275	"57205"
2726227	"CNGA1"	"M19"	2726227	"chr4"	"+"	"47938559"	"47940198"	8	"280665"
2726384	"SLC10A4"	"M16"	2726384	"chr4"	"+"	"48485360"	"48491589"	44	"201780"
2726910	"SPATA18"	"M3"	2726910	"chr4"	"+"	"52917593"	"52963453"	100	"132671"
2727116	"RASL11B"	"M20"	2727116	"chr4"	"+"	"53728484"	"53740704"	65	"65997"
2727226	"PDGFRA"	"M2"	2727226	"chr4"	"+"	"54243812"	"55228233"	750	"81608"
2727587	"KIT"	"M20"	2727587	"chr4"	"+"	"55437988"	"55606874"	234	"3815"
2727976	"CEP135"	"M20"	2727976	"chr4"	"+"	"56815026"	"56915922"	186	"9662"
2728189	"PAICS"	"M20"	2728189	"chr4"	"+"	"57301941"	"57330744"	105	"10606"
2728271	"ARL9"	"M20"	2728271	"chr4"	"+"	"57371385"	"57390594"	59	"132946"
2728408	"REST"	"M1"	2728408	"chr4"	"+"	"57770808"	"57802002"	86	"5978"
2728448	"POLR2B"	"M20"	2728448	"chr4"	"+"	"57844406"	"57897756"	158	"5431"
2729667	"STAP1"	""	2729667	"chr4"	"+"	"68424446"	"68527261"	101	"26228"
2729821	"TMPRSS11E"	""	2729821	"chr4"	"+"	"69294437"	"69363322"	70	"28983"
2729884	"UGT2B10"	""	2729884	"chr4"	"+"	"69650336"	"69727301"	118	"7365"
2729929	"UGT2B7"	""	2729929	"chr4"	"+"	"69893501"	"70284663"	276	"7364"
2730021	"UGT2B28"	""	2730021	"chr4"	"+"	"70108346"	"70160768"	121	"54490"
2730158	"CSN1S1"	""	2730158	"chr4"	"+"	"70754730"	"70812288"	51	"1446"
2730173	"STATH"	""	2730173	"chr4"	"+"	"70861668"	"70868161"	55	"6779"
2730194	"HTN3"	""	2730194	"chr4"	"+"	"70894150"	"70902242"	68	"3347"
2730212	"HTN1"	""	2730212	"chr4"	"+"	"70916152"	"70924555"	45	"3346"
2730303	"C4orf7"	""	2730303	"chr4"	"+"	"71091798"	"71101187"	33	"260436"
2730313	"CSN3"	""	2730313	"chr4"	"+"	"71108305"	"71117141"	28	"1448"
2730396	"SMR3A"	""	2730396	"chr4"	"+"	"71226503"	"71246797"	28	"26952"
2730404	"SMR3B"	""	2730404	"chr4"	"+"	"71235830"	"71257215"	58	"10879"
2730420	"PROL1"	""	2730420	"chr4"	"+"	"71263619"	"71275912"	39	"58503"
2730431	"MUC7"	""	2730431	"chr4"	"+"	"71291211"	"71348710"	65	"4589"
2730503	"ENAM"	""	2730503	"chr4"	"+"	"71494471"	"71552513"	97	"10117"
2730673	"MOBKL1A"	"M20"	2730673	"chr4"	"+"	"71768063"	"71853884"	125	"92597"
2730714	"DCK"	"M20"	2730714	"chr4"	"+"	"71859285"	"71896611"	65	"1633"
2730746	"SLC4A4"	"M2"	2730746	"chr4"	"+"	"72021839"	"72578244"	308	"8671"
2730933	"NPFFR2"	"M2"	2730933	"chr4"	"+"	"72843466"	"73013898"	91	"10886"
2731192	"ALB"	""	2731192	"chr4"	"+"	"74269995"	"74287116"	139	"213"
2731332	"IL8"	"M28"	2731332	"chr4"	"+"	"74606243"	"74622200"	44	"3576"
2731350	"CXCL6"	""	2731350	"chr4"	"+"	"74702317"	"74704477"	32	"6372"
2731381	"CXCL1"	""	2731381	"chr4"	"+"	"74735109"	"74765090"	43	"2919"
2731417	"MTHFD2L"	"M3"	2731417	"chr4"	"+"	"74979912"	"75168802"	279	"441024"
2731513	"EREG"	""	2731513	"chr4"	"+"	"75221445"	"75254477"	56	"2069"
2731542	"AREG"	""	2731542	"chr4"	"+"	"75310853"	"75320719"	69	"374"
2731636	"DKFZP564O0823"	"M2"	2731636	"chr4"	"+"	"75808596"	"75975322"	139	"25849"
